"","titles","date","location","wage","skills","query"
"1057","Speech Recognition Engineer"," 08/29/2019","San Diego, CA","Full-time $120k - $160k","Deep Learning","Data Engineer"
"1058","Speech Recognition Engineer"," 08/29/2019","San Diego, CA","Full-time $120k - $160k","Speech Recognition","Data Engineer"
"1059","Electrical Engineer"," 09/13/2019","Boston, MA","Full-time $90k - $130k","Mixed Signal Design","Data Engineer"
"1060","Electrical Engineer"," 09/13/2019","Boston, MA","Full-time $90k - $130k","Schematic Design","Data Engineer"
"1061","Electrical Engineer"," 09/13/2019","Boston, MA","Full-time $90k - $130k","Sensors","Data Engineer"
"1062","Electrical Engineer"," 09/13/2019","Boston, MA","Full-time $90k - $130k","High-speed data acquisition","Data Engineer"
"1063","Electrical Engineer"," 09/13/2019","Boston, MA","Full-time $90k - $130k","low-noise","Data Engineer"
"1064","Quality Assurance Engineer (Software)"," 09/18/2019","Irving, TX","Compensation Unspecified","Selenium","Data Engineer"
"1065","Quality Assurance Engineer (Software)"," 09/18/2019","Irving, TX","Compensation Unspecified","Katalon","Data Engineer"
"1066","Quality Assurance Engineer (Software)"," 09/18/2019","Irving, TX","Compensation Unspecified","SQL Queries","Data Engineer"
"1067","Quality Assurance Engineer (Software)"," 09/18/2019","Irving, TX","Compensation Unspecified","SQA methodologies and practices","Data Engineer"
